,name,url,ram,rom,price,createdDate,color,status,url_img
0,IPHONE 11,http://tragopdidong.vn/iphone-11-128g-quoc-te-moi-100.html,4,128,13468000,2022-11-27 15:46:15.737472,unknown,1,"['http://tragopdidong.vn/img/h360/moi-99-22.jpg', 'http://tragopdidong.vn/img/w60/h95/moi-99-22.jpg']"
1,IPHONE 8 PLUS,http://tragopdidong.vn/iphone-8-plus-64g-quoc-te-moi-95-99.html,2,64,3768000,2022-11-27 15:46:15.737472,unknown,1,[]
2,IPHONE 8 PLUS,http://tragopdidong.vn/iphone-8-plus-64g-quoc-te-moi-100.html,2,64,9950000,2022-11-27 15:46:15.737472,unknown,1,[]
3,IPHONE X,http://tragopdidong.vn/iphone-x-256g-quoc-te-moi-100.html,3,256,11650000,2022-11-27 15:46:15.737472,unknown,1,[]
4,IPHONE 8,http://tragopdidong.vn/iphone-8-64g-quoc-te-moi-100.html,2,64,7350000,2022-11-27 15:46:15.737472,unknown,1,[]
5,IPHONE 8,http://tragopdidong.vn/iphone-8-256g-quoc-te-moi-100.html,2,256,8050000,2022-11-27 15:46:15.737472,unknown,1,[]
6,IPHONE 8 PLUS,http://tragopdidong.vn/iphone-8-plus-256g-quoc-te-moi-100.html,2,256,11750000,2022-11-27 15:46:15.737472,unknown,1,[]
7,IPHONE 8,http://tragopdidong.vn/iphone-8-64g-quoc-te-moi-95-99.html,2,64,2268000,2022-11-27 15:46:15.737472,unknown,1,[]
8,IPHONE 8 PLUS,http://tragopdidong.vn/iphone-8-plus-256g-quoc-te-moi-95-99.html,2,256,4268000,2022-11-27 15:46:15.737472,unknown,1,[]
9,IPHONE 8,http://tragopdidong.vn/iphone-8-256g-quoc-te-moi-95-99.html,2,256,2868000,2022-11-27 15:46:15.737472,unknown,1,[]
10,IPHONE 7 PLUS,http://tragopdidong.vn/iphone-7-plus-32g-quoc-te-moi-95-99.html,3,32,2468000,2022-11-27 15:46:15.737472,unknown,1,[]
11,IPHONE 7 PLUS,http://tragopdidong.vn/iphone-7-plus-128g-quoc-te-moi-95-99.html,3,128,3168000,2022-11-27 15:46:15.737472,unknown,1,[]
12,IPHONE 7 PLUS,http://tragopdidong.vn/iphone-7-plus-128g-quoc-te-moi-100.html,3,128,8050000,2022-11-27 15:46:15.737472,unknown,1,[]
13,IPHONE 7,http://tragopdidong.vn/iphone-7-32g-quoc-te-moi-100.html,2,32,4968000,2022-11-27 15:46:15.737472,unknown,1,[]
14,IPHONE 7,http://tragopdidong.vn/iphone-7-32g-quoc-te-moi-95-99.html,2,32,1368000,2022-11-27 15:46:15.737472,unknown,1,[]
15,IPHONE 7 PLUS,http://tragopdidong.vn/iphone-7-plus-32g-quoc-te-moi-100.html,3,32,7050000,2022-11-27 15:46:15.737472,unknown,1,[]
